Epoch,iteration,Linear0_384-1000,Linear1_1536-1000,Linear2_384-1000,Linear3_1536-1000,Linear4_384-1000,Linear5_1536-1000,Linear6_384-1000,Linear7_1536-1000,Linear8_384-1000,Linear9_1536-1000,Linear10_384-1000,Linear11_1536-1000,Linear12_384-1000,Linear13_1536-1000,Linear14_384-1000,Linear15_1536-1000,Linear16_384-1000,Linear17_1536-1000,Linear18_384-1000,Linear19_1536-1000,Linear20_384-1000,Linear21_1536-1000,Linear22_384-1000,Linear23_1536-1000
0,0,0.257673442363739,0.254926860332489,0.2553676962852478,0.2558000087738037,0.255157470703125,0.2549607753753662,0.2547726035118103,0.2552337646484375,0.2542979121208191,0.2549659013748169,0.2550167441368103,0.2549591064453125,0.2547386884689331,0.2554355263710022,0.2545623779296875,0.2556169033050537,0.2538418173789978,0.2557898759841919,0.2544911503791809,0.2549183964729309,0.2544724941253662,0.2551371455192566,0.254638671875,0.254682719707489
0,1200,0.3078358769416809,0.3436228632926941,0.3076035976409912,0.3428005576133728,0.3069102168083191,0.3432159423828125,0.3076832890510559,0.3433990478515625,0.3071085810661316,0.3433024287223816,0.3069084882736206,0.3435838222503662,0.3073747158050537,0.3438703417778015,0.3074086308479309,0.3439788818359375,0.3071780800819397,0.3434668779373169,0.306854248046875,0.3433854579925537,0.307478129863739,0.3433634638786316,0.3073340654373169,0.3438398241996765
0,2400,0.3644782304763794,0.4512193202972412,0.3674706220626831,0.451429545879364,0.3672044277191162,0.4529673457145691,0.3682640790939331,0.4534589648246765,0.3683047890663147,0.4536014199256897,0.3680572509765625,0.453887939453125,0.3684946894645691,0.4536048173904419,0.369245707988739,0.4527485966682434,0.3681538701057434,0.4515635371208191,0.3685455322265625,0.4531605839729309,0.3685760498046875,0.454176127910614,0.3686200976371765,0.4539557695388794
1,0,0.3926544189453125,0.5203823447227478,0.3977033495903015,0.5236680507659912,0.3974151611328125,0.5247972011566162,0.3997955322265625,0.5258347988128662,0.3997870683670044,0.5260348916053772,0.399322509765625,0.5270165205001831,0.3997989296913147,0.5258094072341919,0.40118408203125,0.5237138271331787,0.3993106484413147,0.5226423740386963,0.3996971845626831,0.5250108242034912,0.3994649052619934,0.52734375,0.3996073603630066,0.5259687900543213
1,1200,0.4504920244216919,0.6216634511947632,0.4591556191444397,0.6292978525161743,0.4599999189376831,0.6286180019378662,0.4634144902229309,0.6330295205116272,0.4633161425590515,0.6344468593597412,0.462890625,0.6359201669692993,0.4644741415977478,0.6354251503944397,0.4667680263519287,0.6314748525619507,0.4649708867073059,0.6294623613357544,0.4644334316253662,0.6357489824295044,0.463775634765625,0.6390618085861206,0.4650844931602478,0.6379190683364868
1,2400,0.5331810712814331,0.6798214316368103,0.5459645986557007,0.6907314658164978,0.5464121103286743,0.6897447109222412,0.5519900918006897,0.6964637041091919,0.5525970458984375,0.6983218789100647,0.5531599521636963,0.6999800205230713,0.5551300048828125,0.6989966630935669,0.5578189492225647,0.693756103515625,0.5582071542739868,0.6915487051010132,0.5569983720779419,0.7007107138633728,0.5570102334022522,0.7052883505821228,0.5592617392539978,0.7048729658126831
2,0,0.5626729726791382,0.7330559492111206,0.5786573886871338,0.7357296347618103,0.5787574052810669,0.7341562509536743,0.5871870517730713,0.7426164150238037,0.5881771445274353,0.744842529296875,0.5881991982460022,0.7469804286956787,0.591033935546875,0.7449001669883728,0.5945519208908081,0.738372802734375,0.5955471396446228,0.7358618974685669,0.5940788984298706,0.7476993203163147,0.5945858359336853,0.7531229853630066,0.5971357822418213,0.7537994384765625
2,1200,0.6118943691253662,0.7910935878753662,0.6332312822341919,0.8035600185394287,0.6330820322036743,0.8015933632850647,0.6448432207107544,0.8127797245979309,0.646331787109375,0.8161655068397522,0.6468336582183838,0.8171437382698059,0.6495192050933838,0.8147854208946228,0.6550750732421875,0.8063337802886963,0.6559838056564331,0.8029140830039978,0.6544223427772522,0.8181626796722412,0.6559939980506897,0.8244205117225647,0.6593492031097412,0.8261227011680603
2,2400,0.6753353476524353,0.8146735429763794,0.7018856406211853,0.8313853144645691,0.7023179531097412,0.8301120400428772,0.7155710458755493,0.8433549404144287,0.7193434238433838,0.8474900722503662,0.7197723388671875,0.8488125205039978,0.722320556640625,0.8460540771484375,0.72796630859375,0.8369140625,0.7300330400466919,0.8331722617149353,0.7288411855697632,0.8503129482269287,0.7313961386680603,0.8574015498161316,0.7355940341949463,0.8591325283050537
3,0,0.7155778408050537,0.8314039707183838,0.7347801923751831,0.8503706455230713,0.7354973554611206,0.8493533730506897,0.7503780722618103,0.8639441728591919,0.7548133134841919,0.8682115077972412,0.7557796835899353,0.869598388671875,0.7580939531326294,0.8666331171989441,0.7632124423980713,0.8561011552810669,0.7654910683631897,0.852447509765625,0.7645653486251831,0.8709242343902588,0.7680732011795044,0.8779280185699463,0.772552490234375,0.8803185224533081
3,1200,0.7588890790939331,0.8551025390625,0.7841898798942566,0.8783450722694397,0.7860260009765625,0.8774397373199463,0.8026444911956787,0.8931460976600647,0.8089480996131897,0.809356689453125,0.8115098476409912,0.8150956630706787,0.8835296630859375,0.8177151083946228,0.8804982304573059,0.8179219365119934,0.8222588300704956,0.8265787959098816
3,2400,0.8013390302658081,0.8775923252105713,0.8317701816558838,0.8335300087928772,0.8164588212966919,0.8232947587966919,0.8235439658164978,0.8258141279220581,0.8286573886871338,0.8317905068397522,0.8325958251953125,0.8369106650352478,0.8417460322380066
4,0,0.8196275234222412,0.8522525429725647,0.8539513349533081,0.83929443359375,0.8468967080116272,0.8468034267425537,0.8492787480354309,0.8513149619102478,0.8546668291091919,0.8556908369064331,0.8600887656211853,0.8647664189338684
4,1200,0.8454301357269287,0.8805949091911316,0.8817732334136963,0.8710377812385559,0.8785874843597412,0.8791537880897522,0.8808152675628662,0.8827277421951294,0.8857743740081787,0.8872358798980713
4,2400,0.8688371181488037
5,0,
5,1200,
5,2400,
6,0,
6,1200,
6,2400,
7,0,
7,1200,
7,2400,
8,0,
8,1200,
8,2400,
9,0,
9,1200,
9,2400,
10,0,
10,1200,
10,2400,
11,0,
11,1200,
11,2400,
12,0,
12,1200,
12,2400,
13,0,
13,1200,
13,2400,
14,0,
14,1200,
